Blog_ID,Blogger_Name,Blog_Title,Destination,Days_to_Plan,Blog_Post_Date,Average_Blog_Rating,Trip_Cost_Saved($),Readers_Count,Helpfulness_Score,Blog_Length(Words),Transportation_Mode,Average_Trip_Duration(Days),Traveler_Age_Group,Blog_Category,Likes_Count,Comments_Count,Average_Time_Spent_Reading(Minutes),Country,Traveler_Economy_Status($),Video_Blogging,User_Planned_Trip
10709,Nicole Cameron,Whose event size concern bank.,Devonburgh,8,2023-08-28,1.83,358.73,370,5.03,1240,Flight,9,60+,Romantic,255,214,2,Saint Helena,760790.24,No,Yes
10710,Mary Smith,Option want crime end build tell.,Padillaport,16,2024-09-02,3.71,277.42,3173,4.21,2369,Train,7,60+,Romantic,266,357,7,Palau,690991.92,Yes,Yes
10711,Wesley Jones,May my show bad still go manager.,Yvetteville,8,2023-02-17,2.11,278.47,3452,8.63,1249,Bicycle,7,26-35,Family,1734,480,16,Zimbabwe,204064.37,No,Yes
10712,Carrie Hess,Car foreign next human.,Port Pamelaberg,5,2022-04-28,4.33,66.47,2527,7.28,334,Flight,9,26-35,Luxury,1639,420,9,Chad,173401.14,Yes,Yes
10713,Jesse Lopez,Determine season end explain color.,West Anthony,12,2020-01-25,1.41,405.6,2000,3.4,2502,Flight,3,26-35,Family,1571,376,3,Guinea,957450.48,No,Yes
10714,Spencer Taylor,Job ever eight act present store board.,North Robert,7,2023-09-09,2.83,308.26,3726,1,507,Bicycle,3,46-60,Adventure,669,222,20,Turkey,272867.56,No,Yes
10715,Tracey Black,Sense long action fact course response with.,Elizabethberg,9,2020-04-17,4.52,166.89,894,7.1,2894,Bicycle,6,26-35,Budget,1739,84,29,Morocco,684673.69,No,Yes
10716,Jonathan Cox,Modern newspaper deep film need wait.,Port Laurie,14,2022-07-25,1.58,80.84,3372,6.83,2248,Bicycle,4,26-35,Solo,1742,166,25,Russian Federation,927235.84,Yes,Yes
10717,Diamond Roth,Personal direction pretty claim east.,South Nicole,9,2021-07-25,1.83,60.09,1327,7.05,2006,Bus,11,18-25,Luxury,564,82,18,Timor-Leste,337357.32,Yes,Yes
10718,Sean Huang,Whole leg stuff include century may.,West Brandonmouth,11,2021-05-29,4.9,480.2,1936,7.41,2471,Bus,3,26-35,Luxury,1061,113,9,Portugal,433042,Yes,Yes
10719,Brooke Keith,Relationship tax talk create visit local score task.,North Rebecca,7,2024-03-26,4.51,144.95,3003,4.99,661,Car,3,26-35,Budget,1761,355,25,Turks and Caicos Islands,732560.02,No,Yes
10720,Charlotte Moody,Debate purpose the where community large.,South Tamara,3,2020-03-18,4.54,104.51,3576,7.83,1265,Bus,3,60+,Budget,1221,290,27,Dominican Republic,203410.14,No,Yes
10721,Mrs. Crystal Munoz,Factor run house investment process opportunity.,Ryanbury,11,2023-05-14,1.4,443.58,4554,4.21,687,Car,12,60+,Solo,860,169,28,Sri Lanka,678712.47,Yes,Yes
10722,Sarah Mack,Especially upon under economic leader final even.,Willisland,17,2024-04-08,3.85,104.15,3420,7.83,322,Bus,8,60+,Solo,1230,155,15,Brazil,565652.82,Yes,No
10723,Donald Murphy,These artist simply avoid watch ground magazine.,Howellshire,14,2023-07-15,3.86,448.89,1430,2.61,828,Car,10,18-25,Luxury,96,153,29,Bahamas,306384.18,No,No
10724,Christine Fritz,Too mind item close try catch final.,North Angelaberg,15,2020-01-05,4.05,55.82,1014,1.94,461,Bus,6,36-45,Family,275,319,28,Italy,559085.95,No,Yes
10725,Jennifer Griffin,Hair born common either case trial suffer.,Edwardsfort,17,2023-07-16,4.11,452.62,3818,7.4,2032,Bicycle,11,60+,Budget,913,362,7,Portugal,666143.76,Yes,Yes
10726,Melinda Sanchez,Himself record down purpose represent identify lay forget.,Wintersmouth,1,2023-09-22,2.28,233.25,2720,4.52,1970,Train,13,60+,Luxury,346,36,15,Malta,907448.12,Yes,No
10727,Patricia Martinez,Evidence law ability color wall thus up.,South Sydneymouth,4,2023-03-24,4.1,264.49,4230,5.55,1155,Train,13,60+,Luxury,1599,86,14,United States of America,40979.26,Yes,No
10728,Brent James,Tonight line network.,New Lawrence,17,2020-01-18,2.76,56.89,720,8.06,2460,Train,12,36-45,Luxury,1840,88,19,Kiribati,968481.62,Yes,Yes
10729,Teresa King,Benefit expert follow.,Kleinhaven,19,2020-12-16,3.54,270.14,155,7.97,555,Car,12,18-25,Cultural,1802,148,17,Eritrea,159546.39,Yes,Yes
10730,Jennifer Berry,Idea fight tonight reduce.,Michaelburgh,14,2023-12-14,1,307.64,1891,3.81,689,Flight,5,36-45,Solo,74,110,3,Ghana,414711,No,No
10731,Eric Gonzalez,Security right writer vote later painting news.,Robinsonstad,13,2023-02-17,1.22,167.3,4947,1.83,1173,Bus,8,46-60,Cultural,751,167,5,Costa Rica,183262.87,Yes,No
10732,Sara Walker,Nature another region author.,Melvinland,3,2022-01-11,4.01,294.49,844,8.13,2884,Bus,14,46-60,Solo,296,138,9,Anguilla,349960.26,Yes,Yes
10733,Nancy Castillo,Total view perform late size wrong performance admit.,Diazland,20,2023-09-18,3.4,171.71,3936,1.82,1719,Bus,6,36-45,Cultural,1842,312,29,Faroe Islands,823228.99,No,No
10734,Donna Jones,Age organization beyond later drive expert.,Lake Savannah,2,2023-03-04,1.29,197.45,2207,5.78,1406,Bus,14,26-35,Solo,987,215,20,Cote d'Ivoire,291426.1,Yes,Yes
10735,Monica Patrick,Indeed there take certainly fly could.,East Amberchester,11,2023-11-17,3.84,56.55,1861,5.78,1276,Flight,3,60+,Adventure,802,440,24,Reunion,514151.74,Yes,Yes
10736,Susan Gallegos,Get as trouble.,Contrerasburgh,5,2020-09-05,2.56,153.18,3019,6.38,557,Flight,10,60+,Solo,211,205,27,Gibraltar,855785.67,Yes,Yes
10737,Marissa Huang,Few issue draw she material close type.,Nancymouth,19,2020-07-02,3.74,105.53,1277,8.24,2632,Bus,11,46-60,Romantic,932,462,13,American Samoa,108779.23,Yes,Yes
10738,Ryan Jones,Phone method again attention.,West Kristineburgh,13,2023-09-02,3.06,133.84,1539,3.89,1166,Bus,7,46-60,Cultural,592,53,10,Swaziland,598240.82,Yes,Yes
10739,Kayla Villanueva,Factor himself front least common some finally.,Lake Dustinmouth,9,2020-12-08,3.1,222.23,2302,6.93,1358,Bicycle,7,46-60,Luxury,1232,184,14,Palestinian Territory,423623.13,No,Yes
10740,Daniel Warren,Player chair last or.,South Sabrina,12,2023-12-10,4.01,461.5,1666,4.36,1518,Bicycle,6,60+,Adventure,152,210,18,Chad,115882.77,No,Yes
10741,Michael Ferguson,Ever other result quickly deep.,Nelsonview,6,2022-12-25,1.88,329.92,152,8.85,2089,Bus,6,26-35,Adventure,1081,259,23,Kuwait,512661.86,No,Yes
10742,Elizabeth Cunningham,Human professor article in media race.,East Robin,18,2023-08-21,1.76,305.53,4180,1.16,2941,Car,4,46-60,Solo,1742,477,10,Latvia,18758.64,No,Yes
10743,Linda Mcpherson,Require music especially protect design close.,Cookville,9,2023-05-06,2.48,165.26,604,2.91,1487,Bus,7,36-45,Budget,240,75,2,North Macedonia,596060.46,Yes,Yes
10744,Susan Perez,Scientist report hard try.,Riverahaven,5,2020-08-05,2.73,414.47,1154,1.09,857,Car,8,26-35,Adventure,343,18,20,Saint Vincent and the Grenadines,243026.99,Yes,Yes
10745,Kayla Davis,Condition dog guy really deal doctor.,Codymouth,17,2023-05-04,2.96,454.7,2833,6.74,1653,Train,9,60+,Budget,1277,127,29,United States Minor Outlying Islands,976191.08,No,Yes
10746,Mark Bryant,Party out participant field air receive.,Mathewsville,7,2024-09-07,2.48,164.43,1203,5.29,669,Bicycle,3,60+,Budget,1284,381,14,Syrian Arab Republic,940803.05,Yes,Yes
10747,Stephen Johns,Occur key change realize be purpose tonight.,East Cassandraborough,19,2020-02-22,1.63,191.93,3639,4.04,1470,Bus,5,60+,Adventure,1358,422,17,Russian Federation,574464.69,No,Yes
10748,Janice Huber,Similar show when study course member officer.,Port Stacytown,3,2022-09-14,4.82,165.12,2133,7.85,1754,Bus,14,18-25,Romantic,1725,328,10,Niger,211669.55,Yes,Yes
10749,Carolyn Robles,Action however memory kind family generation.,New Tyrone,10,2022-08-16,2.28,234.75,1837,8.62,1442,Car,9,60+,Romantic,1587,487,21,Montserrat,551578.05,Yes,Yes
10750,Ashley Mann,Really fly wait push protect staff.,Port Ivanborough,10,2020-02-11,4.6,383.98,4830,1.31,1132,Flight,9,46-60,Adventure,453,165,22,Netherlands Antilles,724125.31,Yes,Yes
10751,Marcus Gibson,Born evidence hour television military long long.,Port Holly,4,2024-07-06,3.9,144.31,2631,5.23,2915,Train,7,26-35,Luxury,1482,298,27,Turkey,304394.01,Yes,Yes
10752,Tammy Prince,Environmental home production couple discuss.,Ronaldburgh,18,2024-04-22,2.73,137.16,3143,1.49,1402,Train,11,46-60,Cultural,103,174,5,French Polynesia,889614.02,Yes,Yes
10753,Lisa Harris,Agree word challenge politics police thought name challenge.,South Annside,16,2023-09-27,2.58,184.28,4798,5.34,734,Train,12,36-45,Family,1379,280,16,Iraq,859616.28,No,Yes
10754,Andrew Lewis,Daughter seem campaign camera.,Scottport,2,2020-06-15,1.77,411.74,1817,4.43,1971,Train,7,36-45,Cultural,317,328,10,Bangladesh,801743.9,Yes,Yes
10755,Angela Murphy,Significant station lay treatment anyone scene the relationship.,New Randy,8,2023-11-17,2.94,115.92,223,5.16,1468,Bicycle,3,18-25,Cultural,88,196,4,Mauritius,144273.96,No,Yes
10756,Michelle Jones,And away plan.,Port Joseph,20,2022-06-22,4.88,196.94,3181,4.77,2004,Bicycle,11,36-45,Adventure,766,220,10,Honduras,299195.61,No,Yes
10757,Mr. Jerome Bentley Jr.,Church hand shoulder.,Johnport,14,2023-01-18,4.96,437.41,265,9.62,1875,Flight,11,26-35,Adventure,348,89,8,British Virgin Islands,867770.96,Yes,No
10758,Matthew Wilkins,Season customer stock.,Port Larry,13,2023-11-12,2.89,394.13,3510,2.51,1419,Car,13,60+,Adventure,1686,287,29,British Virgin Islands,245732.83,No,Yes
10759,Heather Gibson,Much beautiful too store degree late.,Lake Nicholas,12,2022-07-29,3.54,254.97,481,4.17,530,Train,13,26-35,Solo,527,41,25,El Salvador,710728.56,Yes,No
10760,Jordan West,Better adult more big.,Walkerberg,4,2021-05-11,4.37,173.95,3441,6.9,2302,Bicycle,4,18-25,Budget,307,442,28,Haiti,173638.68,No,Yes
10761,Jennifer Beck,If care already mother value article.,Jeanmouth,5,2020-09-26,3,495.13,4711,4.17,2037,Flight,7,18-25,Solo,361,277,19,Lao People's Democratic Republic,540301.6,Yes,Yes
10762,Erin Jones,Whose energy all ten business them.,East Johnmouth,17,2021-11-19,3.54,260.19,2879,1.86,496,Car,4,26-35,Solo,446,476,28,Spain,825684.08,No,Yes
10763,Christina Lucas,Question difficult class.,Melaniemouth,6,2023-01-21,2.35,489.3,1529,6.8,1556,Train,11,60+,Family,134,71,20,Brunei Darussalam,297508.53,Yes,No
10764,Jennifer Duarte,Factor data choice fall anyone center.,Port Sethside,2,2020-10-16,1.66,462.46,1379,5.95,2902,Car,14,36-45,Romantic,736,48,25,Kyrgyz Republic,965309.23,Yes,Yes
10765,Elizabeth Black,Eight attorney control exactly cover politics.,Piercemouth,2,2024-05-06,4.35,417.34,3924,6.79,2935,Bicycle,11,18-25,Cultural,903,336,28,Morocco,237930.04,Yes,Yes
10766,Mary Molina,Beat strong sister behind.,Ballbury,13,2021-09-12,3.6,277.76,2637,5.64,1743,Car,3,26-35,Adventure,1893,259,25,Kuwait,981851.6,Yes,Yes
10767,Jill Jones,More worker miss.,New Karenshire,15,2024-07-13,4.24,252.9,4977,8.73,315,Flight,12,18-25,Romantic,206,283,9,Bangladesh,891700.24,No,No
10768,Dawn Strong,Apply land majority no car ahead.,Lewisshire,1,2024-09-15,3.8,154.48,321,5.54,2392,Train,6,26-35,Romantic,1407,298,4,Greece,713194.5,No,Yes
10769,Carla Rocha,Former current scene general hard.,Shawland,12,2022-08-17,4.13,468.11,694,6.5,1075,Flight,6,36-45,Romantic,181,449,10,Brazil,265521.32,Yes,Yes
10770,Danny Schneider,Movement she little chance which represent system.,Benjaminborough,18,2021-12-22,3.51,436.08,1140,9.74,2975,Bicycle,11,26-35,Family,947,456,15,Belgium,145778.62,Yes,No
10771,Kimberly Melendez,Above his feeling nation of still able.,Port Lukeburgh,10,2022-11-28,2.03,349.27,2220,5.82,1665,Bicycle,10,26-35,Cultural,1031,199,23,British Virgin Islands,693459.43,Yes,Yes
10772,Geoffrey Riddle,Amount view head garden hit tell.,Gardnershire,8,2021-02-12,2.63,386.85,4755,4.93,2238,Train,7,18-25,Luxury,1668,321,24,Tunisia,559445.6,No,Yes
10773,Kristen Bonilla,Second west even possible ability choose.,West Laura,20,2023-12-28,1.93,256.19,3556,9.96,1530,Car,5,26-35,Budget,1642,7,8,Bouvet Island (Bouvetoya),5169.54,Yes,No
10774,Robert Anderson,Along talk rise shake environment.,West Scottport,6,2023-12-04,1.82,107.38,2224,3.11,1946,Bus,8,26-35,Cultural,507,498,5,Bangladesh,136293.55,Yes,No
10775,Gerald Nelson,Red view grow word fill area amount name.,Port Spencer,19,2021-05-14,1.17,251.17,3818,1.46,2742,Car,5,36-45,Romantic,937,455,24,India,283632.12,Yes,Yes
10776,Cynthia Rios,Agency state everybody.,Maryburgh,8,2020-09-24,1.31,95.28,2822,4.44,2114,Bus,10,60+,Romantic,1258,17,8,Belize,440595.25,Yes,Yes
10777,Jason Johnson,Stay past over and born Mr black.,Snowberg,1,2021-03-08,2.96,108.1,3372,1.67,2749,Flight,5,60+,Cultural,1610,126,14,Gabon,667263.94,No,Yes
10778,Becky Ramirez,Of model develop generation behavior week environment.,Brittanybury,6,2022-10-03,3.28,123.71,2013,7.58,2689,Bus,14,36-45,Romantic,1338,156,11,Falkland Islands (Malvinas),187401.6,Yes,No
10779,Kevin Rich,Case style break while important.,Jessicamouth,9,2022-04-30,1.06,198.98,2928,5.82,1858,Bus,10,26-35,Budget,336,127,22,Mayotte,963206.53,Yes,Yes
10780,Charles Gomez,Report responsibility cultural letter leader visit.,Stevenfurt,15,2021-11-14,4.81,457.78,954,1.01,437,Bus,4,60+,Cultural,1127,317,29,Haiti,345865.97,Yes,No
10781,Sarah White,General democratic population party.,Mckenziechester,9,2021-12-22,3.41,335.61,1508,9.23,604,Bus,9,36-45,Luxury,1193,46,24,Gabon,514059.71,Yes,Yes
10782,Jason Anderson,As create like feeling marriage indicate various to.,North Pamela,13,2022-07-15,3.15,128.37,2863,9.5,1989,Flight,13,46-60,Solo,401,183,17,San Marino,225365.62,No,No
10783,Joseph Weaver,Understand month only she director.,Moodyside,15,2021-09-13,4.74,481.21,1990,8.86,2486,Car,9,46-60,Cultural,1901,293,23,Montenegro,353443.04,No,Yes
10784,David Thompson,Base who have case she feeling.,Patelshire,7,2023-08-29,4.82,62.4,1863,8.81,2282,Train,9,26-35,Cultural,805,52,6,Uruguay,750489.54,Yes,Yes
10785,Veronica Gates,Art single fine fact.,East Jacquelinetown,8,2020-02-11,1.39,66.01,3798,2.08,747,Car,12,36-45,Romantic,1710,498,24,Lithuania,95551.97,Yes,Yes
10786,Mark Mckee,Throw own most history.,Port Colton,19,2022-02-23,3.35,316.62,3147,6.12,2624,Train,6,60+,Family,1555,9,7,Lithuania,780605.7,No,Yes
10787,Robert Zimmerman,Across everyone message water money force ground.,Philipbury,13,2022-09-25,3.37,121.21,2053,8.48,2537,Car,14,60+,Cultural,305,429,2,Tonga,886864.65,No,Yes
10788,Charles Foster,Science care responsibility wonder social experience see.,East Alanbury,9,2023-05-02,4.62,476.88,845,9.6,1464,Flight,4,46-60,Cultural,916,211,13,Uruguay,858388.45,Yes,Yes
10789,Jennifer Francis,Simple prepare Mrs high study happen worry.,Davisview,16,2023-04-15,2.5,289.06,2865,2.41,1092,Bus,5,60+,Solo,160,344,23,Guyana,549718.99,No,No
10790,Lisa West,Prepare worker either administration door bill possible southern.,Davisborough,11,2023-04-23,2.82,267.18,1366,9.04,1321,Train,12,46-60,Luxury,1383,471,19,Turks and Caicos Islands,677791.77,Yes,Yes
10791,Erin Cole,Marriage miss walk sometimes smile medical old.,Glennport,13,2023-09-12,4.41,286.38,580,3.26,766,Flight,12,26-35,Family,1530,252,18,Wallis and Futuna,798735.52,No,No
10792,Timothy Owens,Company western sell hospital professional.,Kimmouth,9,2023-02-07,1.81,381.09,215,1.23,1265,Bicycle,12,26-35,Romantic,271,434,23,Djibouti,486833.74,No,Yes
10793,Mark Ortiz,Until thought far left environment serve morning.,Lake Alex,2,2023-05-06,1.84,454.41,858,4.53,1111,Car,6,60+,Romantic,712,71,4,Austria,796093.39,No,Yes
10794,James Wilkinson,Smile when run strategy our activity quickly.,Denisechester,14,2021-12-10,1.49,167.3,4594,4.16,2010,Bicycle,7,18-25,Family,1099,58,24,Belize,255474.29,Yes,Yes
10795,Rachael Guerrero,Easy character family American song pass price.,New Kathy,8,2024-04-06,4.26,236.94,4565,2.24,1180,Bus,6,26-35,Luxury,760,118,28,Western Sahara,201110.54,Yes,Yes
10796,Derrick Roach,Great east our program.,Aaronfort,17,2020-11-17,4.44,246.18,4867,8.91,483,Bicycle,11,60+,Cultural,97,293,16,Venezuela,356032.92,Yes,Yes
10797,Cameron Hampton,Mr necessary about party forward agreement admit.,Lake Monicachester,14,2021-08-11,3.3,224.51,4816,1.19,1842,Flight,12,36-45,Cultural,1461,254,6,Barbados,685194.23,No,Yes
10798,Kim Gonzalez,Theory eight sit although actually trouble.,Hamptonton,3,2020-06-09,2.36,491.85,2701,8.86,1673,Car,6,26-35,Romantic,977,223,8,Norway,924039.56,Yes,Yes
10799,Brittany Jackson,Analysis door cup cut.,Lake Samuelfurt,9,2021-12-08,1.4,236.88,682,5.33,886,Bicycle,5,36-45,Solo,1514,277,18,United States Virgin Islands,697621.73,Yes,Yes
10800,Thomas Long,Magazine agent doctor finish establish cup much.,East Aaron,18,2022-11-11,2.25,108.55,2389,1.2,671,Train,4,26-35,Solo,668,161,11,Peru,396123.49,Yes,No
10801,Brittney Daniels,Training choose environment floor receive.,Jenniferberg,9,2023-05-31,3.19,236.32,1501,4.45,2806,Bus,5,46-60,Romantic,1876,223,8,South Georgia and the South Sandwich Islands,118613.29,No,Yes
10802,Katherine Miller,Defense phone take.,Lake Kristenburgh,7,2023-02-18,4.97,383.69,1033,9.03,2271,Car,3,60+,Romantic,1879,110,18,Peru,340243.77,Yes,Yes
10803,Brian Peterson,Our time travel could.,Pamelamouth,2,2023-01-23,4.73,144.59,2538,5.63,900,Bus,4,60+,Luxury,1006,327,25,Saint Martin,434253.63,Yes,Yes
10804,Shannon Davis,Suddenly throw available plant technology these eye.,South George,16,2021-10-08,4.38,274.18,1509,3,2522,Bus,13,18-25,Luxury,1287,60,27,Eritrea,681894.56,Yes,Yes
10805,Danielle Salinas,Four when heavy five most.,Matthewshire,6,2024-06-15,3.95,400.13,3659,2.01,1305,Flight,10,46-60,Adventure,1360,223,15,Denmark,430443.44,No,Yes
10806,Jasmine Martin,Sit on floor beyond next new position concern.,Heatherland,15,2024-09-01,4.66,363.9,1799,3.03,2317,Car,3,18-25,Budget,1306,492,19,Mali,530126.13,No,No
10807,Jody Castillo MD,Consider hundred do serious.,Port Kelly,12,2021-09-20,1.89,306.93,859,7.55,2957,Flight,8,60+,Luxury,440,109,7,Croatia,978616.85,Yes,Yes
10808,Patricia Goodwin,Director able person machine traditional.,New Matthew,10,2024-07-11,4.23,322.36,3058,4.37,1657,Flight,7,36-45,Luxury,1324,358,17,Saint Lucia,120508.28,No,Yes
10809,Jessica Bowman,Threat spring matter whose above.,Karenchester,8,2021-10-07,2.84,387.98,4453,1.99,2051,Bicycle,4,26-35,Romantic,131,115,21,Mayotte,962447.8,No,No
10810,Jasmine Gregory,Budget partner any middle.,Heatherfort,5,2023-06-18,4.32,103.25,411,9.34,1177,Train,13,60+,Budget,610,391,9,Ethiopia,921380.62,Yes,No
10811,Joseph Taylor,Medical face exist sound represent matter skin.,Morrismouth,17,2023-07-10,4.23,394.63,4029,9.97,2705,Car,3,46-60,Luxury,1944,262,20,Somalia,910641.98,Yes,Yes
10812,Erica Brewer,Assume door movie south.,Keithberg,17,2021-07-23,4.43,69.09,2192,2.37,2739,Bicycle,4,46-60,Budget,528,140,25,Germany,344214.36,Yes,Yes
10813,Taylor Gomez,Only finally benefit after both.,New Abigailberg,7,2023-05-20,2.66,204.01,2894,5.52,1812,Bus,7,26-35,Romantic,1800,245,23,Ireland,904719.66,No,Yes
10814,Keith Mcdaniel,Heavy be write art guess stage.,South Allison,17,2023-08-04,4.61,113.56,2706,9.37,1272,Bicycle,14,18-25,Luxury,484,466,27,Guyana,512350.62,Yes,Yes
10815,Dustin Miles,Mind wish beat pressure.,Riversstad,19,2022-01-23,1.32,145.3,707,7.94,2455,Bicycle,3,36-45,Cultural,1092,80,15,Sweden,24444.46,Yes,Yes
10816,Zachary Dodson,Issue good fill this begin.,Duncantown,3,2024-02-24,1.49,159.87,2865,3.66,2905,Flight,11,36-45,Cultural,1786,178,4,Christmas Island,992903.6,No,Yes
10817,Jack Horne,Example read clearly call me interest grow sell.,South Kurtshire,20,2020-01-16,4.22,60.45,448,2.74,1634,Bicycle,10,60+,Adventure,1843,288,19,British Indian Ocean Territory (Chagos Archipelago),761431.5,Yes,No
10818,Mrs. Lori Calderon,Table glass last although hair another.,South Toddborough,17,2023-11-24,3.13,260.92,816,3.7,872,Car,4,60+,Cultural,936,359,2,Angola,933228.13,No,Yes
10819,Crystal Smith,Throw group everybody entire.,Josephton,11,2021-03-21,1.52,339.14,3144,2.87,2265,Bus,5,60+,Solo,1854,323,13,Brazil,663301.88,No,Yes
10820,Amanda Lewis,Right idea sort brother father.,New Benjamin,20,2024-06-16,4.06,308.23,4743,2.7,728,Car,10,60+,Adventure,1325,16,9,United States Minor Outlying Islands,796561.82,No,Yes
10821,Gregory Solomon,Reason receive five there those different.,Port Rachelport,8,2023-10-10,1.35,297.28,3952,6.11,2676,Flight,11,36-45,Romantic,1035,116,5,Saint Pierre and Miquelon,187301.28,Yes,Yes
10822,Patrick Acosta,Effort section take over ten computer.,Jacksonburgh,2,2023-08-06,1.41,181.88,1236,4.39,562,Bicycle,5,46-60,Cultural,1173,65,27,Spain,162495.19,No,Yes
10823,Dylan Lee,You book question lay.,New Alyssahaven,7,2020-08-16,3.65,496.19,3578,7.83,1004,Train,11,60+,Cultural,945,159,24,Malaysia,428977.03,No,Yes
10824,Angela Johnson,Response consider stuff you tend.,North Kristenside,18,2021-11-05,3.9,266.57,2126,5.96,2868,Bicycle,12,60+,Cultural,301,374,25,Argentina,312197.13,Yes,Yes
10825,Catherine Thompson,Teach network success hit sister special couple.,South Lorettaton,12,2022-06-17,2.32,236.63,3313,4.54,2709,Bus,4,18-25,Luxury,842,349,27,Namibia,903700.52,Yes,No
10826,Stephen Fritz,Leave pick young able new.,Meganview,19,2023-02-17,3.59,365.96,2364,4.74,1102,Flight,13,46-60,Romantic,158,134,2,Puerto Rico,166448.04,No,Yes
10827,Nathaniel Bradley,Themselves line likely his throw performance.,West Tyrone,3,2020-05-29,3.26,217.31,2682,8.3,448,Bus,11,46-60,Family,575,164,8,British Indian Ocean Territory (Chagos Archipelago),709639.09,Yes,Yes
10828,Christopher Jimenez,Herself question determine.,Annbury,7,2020-10-30,4.24,242.33,2492,6.11,1590,Car,11,60+,Solo,1679,314,11,Iraq,446506.94,Yes,Yes
10829,Robert Quinn,Fund key research daughter region anyone.,South Danielle,13,2023-08-05,2.65,462.93,2670,6.38,1248,Bicycle,9,26-35,Luxury,1977,187,13,French Guiana,740861.82,Yes,No
10830,Mark Powell,Development tough coach artist sport.,Sheilaton,20,2021-06-20,2.68,435.72,2976,2.68,970,Train,3,36-45,Family,229,298,13,Austria,467576.31,No,Yes
10831,Kelly Terry,North offer make save.,Walkerchester,18,2023-09-26,1.23,397.86,2111,2.91,1993,Bus,7,60+,Solo,1954,389,3,South Georgia and the South Sandwich Islands,616966.39,Yes,Yes
10832,Mr. James Bradford,Hotel receive lose indicate avoid attention.,Robertsport,19,2021-05-02,1.68,156,3548,1.92,2236,Bicycle,6,26-35,Luxury,1458,202,7,Timor-Leste,421658.33,Yes,No
10833,Allison Wu,Send white state fish important.,Wolfbury,18,2022-02-28,3.06,67.7,325,1.95,1080,Bicycle,14,26-35,Cultural,213,270,11,Brazil,850392.28,Yes,Yes
10834,John Vargas,Explain story nice.,Morganborough,16,2020-06-19,2.53,125.95,3955,9.81,2828,Car,8,60+,Solo,1332,58,26,Denmark,722569.96,No,Yes
10835,Mandy Villanueva,Degree standard economy bank list including.,Brianbury,15,2021-07-28,1.72,181.07,766,1.44,1662,Flight,14,18-25,Luxury,191,404,12,Senegal,751249.97,No,Yes
10836,John Morton,Oil street security or woman maybe instead land.,New John,16,2024-09-07,3.8,219.38,4099,7.98,1148,Bus,7,36-45,Luxury,1347,275,11,Poland,851935.77,No,Yes
10837,Emily Williams,Operation pass good available speak operation production.,Josephshire,10,2023-08-12,1.08,473.13,4159,3.57,2920,Bicycle,8,36-45,Cultural,464,99,21,Mexico,456379.74,No,Yes
10838,Robert Moore,Early for hotel.,Swansonmouth,6,2020-11-17,4.47,415.44,2301,7.49,462,Flight,11,46-60,Cultural,699,74,3,Egypt,332906.34,Yes,Yes
10839,William Ashley,Into little use contain field.,North Susanchester,2,2024-03-18,4.74,347.21,4316,7.32,1209,Car,5,36-45,Adventure,1679,480,14,Anguilla,864079.54,No,Yes
10840,Jonathan Harrison,Glass can hit authority west stock least.,Jamesmouth,7,2024-07-07,2.55,81.78,4919,5.16,1691,Car,10,36-45,Family,1364,5,22,Palau,629535.59,No,Yes
10841,Michael Mcgee,Outside environment car stock expect happy.,Charlesfurt,15,2021-12-28,4.96,443.98,3231,3.83,2049,Car,9,26-35,Solo,386,240,9,Cook Islands,35482.95,Yes,Yes
10842,George Jones,Officer development risk add goal agency president.,Lake Jenniferside,19,2024-08-19,1.7,69.71,4477,2.04,2149,Bicycle,13,26-35,Family,1325,232,17,Egypt,900044.97,No,No
10843,Rebecca Mccarthy,Those such land he never size.,Wallacetown,7,2020-12-11,1.91,485.26,554,7.61,1581,Bicycle,3,36-45,Family,1718,447,29,Greenland,463426.82,No,Yes
10844,Michael Garcia,Receive early current.,New Aimee,11,2021-01-20,2.15,357.77,2441,1.24,1211,Bus,10,36-45,Adventure,1804,54,20,Poland,361899.32,Yes,Yes
10845,Sarah Ballard,Offer Mr suffer available true herself economic.,Carsonfurt,15,2023-05-28,1.98,400.83,3943,8.44,2021,Bus,10,46-60,Luxury,1971,481,9,Turkey,426819.94,No,No
10846,Juan Richardson,Myself off material different.,Moorechester,20,2023-05-12,2.26,409.71,4961,8.86,661,Bicycle,11,46-60,Cultural,360,496,8,Austria,851171.46,Yes,Yes
10847,Alexandra Nicholson,By affect present believe year.,Roachfort,9,2021-10-09,1.9,268.24,641,1.91,1399,Flight,14,36-45,Romantic,286,17,17,Holy See (Vatican City State),22806.3,Yes,Yes
10848,Alexandra Morrison,Computer recently blood player size.,New Ann,2,2022-12-15,4.07,282.96,1807,9.1,776,Bus,4,26-35,Cultural,1263,358,19,New Zealand,563947.79,No,Yes
10849,Sonia Ramos,Model agree item step.,East Ryan,12,2023-03-23,2.6,137.2,102,8.78,2931,Bus,8,46-60,Adventure,97,400,29,Haiti,533803.94,Yes,Yes
10850,Brandon Ingram,Traditional history model exist.,East Matthewport,9,2021-03-15,2.76,190.23,2181,4.1,565,Flight,10,36-45,Adventure,1854,377,21,Cayman Islands,768943.13,Yes,Yes
10851,Joseph Hester,Trip top pull.,Gregorychester,17,2021-06-03,3.46,206.33,3968,9.12,797,Train,11,60+,Family,1731,290,9,Sudan,131133.9,Yes,Yes
